Gene	S1	S2	S2/S1_log2FC
NM_177327	0.0	0.0	0.0
NM_001008785	0.0200855643356	0.9570349362	0.939979340698
NM_177325	23.2828594745	8.79863635191	-1.30928542633
NM_177324	53.0618413566	156.350392663	1.54129822256
NM_177323	13.762178612	6.88020601278	-0.905600399228
NM_177322	1.92550886032	21.8574008997	2.96590187227
NM_177321	0.0	0.142113284863	0.191705757009
NM_177320	0.612117857593	0.0312173577418	-0.644608766402
NM_177328	0.8856914345	0.109805810438	-0.764786358215
NM_001164244	0.0	0.0	0.0
NM_001276396	0.0	0.0	0.0
NM_001276397	0.0	5.45798304747	2.69108365381
NM_001276390	2.02978988946	0.0	-1.59921774883
NM_001276391	0.0	0.0	0.0
NM_001164242	0.0	0.0	0.0
NM_001164243	0.0	0.0	0.0
NM_001164248	0.0	0.0	0.0
NM_001164249	1.83012295251	0.0624347154837	-1.41349053798
NM_001167910	0.0	0.0	0.0
NM_001167913	0.00848512709985	0.235765358088	0.293215028816
NM_001167914	0.054026072735	0.752486935853	0.733493135119
NM_177326	46.9875158001	31.3620451961	-0.568356344907
NM_001167918	17.0785094965	3.35135645824	-2.05473862721
NM_001253803	0.0	0.0	0.0
NM_001161540	0.0200855643356	0.0	-0.0286901699079
NM_001161541	0.293331238147	0.0	-0.371091814538
NM_001164790	0.0	0.0	0.0
NM_001164791	14.9592781541	14.629245472	-0.0301472677468
NM_001164797	0.0455409456352	0.12595954765	0.106905434564
NM_001161548	0.0709963269347	0.0	-0.0989535322617
NM_001164798	0.0	0.0	0.0
NM_001164799	0.0	0.0	0.0
NM_001177890	0.0	0.0	0.0
NM_001177897	0.0	0.0	0.0
NM_001177896	0.0	0.0	0.0
NM_001177899	0.0	0.0	0.0
NM_001177898	0.0	0.0	0.0
NM_172919	7.96216406835	6.20739764631	-0.314368693964
NM_172918	25.3713073564	24.5032454909	-0.0482882413255
NM_172913	0.903194588912	1.35433766641	0.306898175947
NM_172912	0.145968767313	156.049516279	7.09850796434
NM_172911	6.77789448471	0.597490263827	-2.28357252478
NM_172910	0.0	0.0312173577418	0.044348452867
NM_172916	0.583014265946	256.769985497	7.34726622022
NM_172914	0.711684875963	133.402366463	6.29499760646
NM_010587	2.94212541166	5.42458545636	0.704629694156
NM_010586	0.0	0.0	0.0
NM_010585	96.1469769415	7.13975592486	-3.57711166191
NM_010584	0.0	0.0	0.0
NM_010583	0.13350752677	0.0785884526961	-0.0716494773251
NM_001011721	0.0	0.0	0.0
NM_010581	6.66812073263	0.487684453389	-2.36580449725
NM_010580	0.0	0.0	0.0
NM_010589	0.0	0.0	0.0
