Gene	S1	S2	S2/S1_log2FC
NM_177327	0.0	0.0	0.0
NM_001008785	0.0200855643356	0.380965193211	0.436986787476
NM_177325	23.2828594745	27.974023419	0.254821716529
NM_177324	53.0618413566	64.6004266498	0.279094546648
NM_177323	13.762178612	12.9975067774	-0.0767357724095
NM_177322	1.92550886032	1.13467014603	-0.454674428946
NM_177321	0.0	0.194777340309	0.256741781418
NM_177320	0.612117857593	0.518009502616	-0.0867763973336
NM_177328	0.8856914345	0.376852476407	-0.453719630207
NM_001164244	0.0	0.0	0.0
NM_001276396	0.0	0.0	0.0
NM_001276397	0.0	0.0	0.0
NM_001276390	2.02978988946	0.941480581243	-0.6420604714
NM_001276391	0.0	0.0834239953042	0.115597948592
NM_001164242	0.0	0.0	0.0
NM_001164243	0.0	0.0	0.0
NM_001164248	0.0	0.0	0.0
NM_001164249	1.83012295251	2.79370089677	0.42274120698
NM_001167910	0.0	0.0	0.0
NM_001167913	0.00848512709985	0.0136393699629	0.00735465767111
NM_001167914	0.054026072735	0.145920352788	0.120596218644
NM_177326	46.9875158001	51.1960546567	0.121281631835
NM_001167918	17.0785094965	32.8784420508	0.906091793771
NM_001253803	0.0	0.0	0.0
NM_001161540	0.0200855643356	0.0136393699629	-0.00914570465432
NM_001161541	0.293331238147	0.242983718055	-0.0572844160037
NM_001164790	0.0	0.0	0.0
NM_001164791	14.9592781541	10.4289600141	-0.481701268724
NM_001164797	0.0455409456352	0.0456814364682	0.000193843973907
NM_001161548	0.0709963269347	0.176374643767	0.13539406076
NM_001164798	0.0	0.0	0.0
NM_001164799	0.0	0.0	0.0
NM_001177890	0.0	0.0	0.0
NM_001177897	0.0	0.0	0.0
NM_001177896	0.0	0.0	0.0
NM_001177899	0.0	0.0	0.0
NM_001177898	0.0	0.0	0.0
NM_172919	7.96216406835	8.31543078178	0.0557753487147
NM_172918	25.3713073564	25.4230971821	0.00283048741094
NM_172913	0.903194588912	1.74310535583	0.527386958497
NM_172912	0.145968767313	0.0288665154524	-0.155511904897
NM_172911	6.77789448471	5.38151002455	-0.285481821194
NM_172910	0.0	0.0	0.0
NM_172916	0.583014265946	0.955770560981	0.305062875136
NM_172914	0.711684875963	0.372089149828	-0.319042901709
NM_010587	2.94212541166	4.13519997754	0.381446785923
NM_010586	0.0	0.0	0.0
NM_010585	96.1469769415	101.253899562	0.0739148556825
NM_010584	0.0	0.0	0.0
NM_010583	0.13350752677	0.525297770473	0.428296943878
NM_001011721	0.0	0.0	0.0
NM_010581	6.66812073263	7.84375332541	0.205785733256
NM_010580	0.0	0.0	0.0
NM_010589	0.0	0.0	0.0
NM_010588	5.07750794265	10.3909308993	0.906333874191
NR_033197	0.211595277284	0.217292753656	0.00676831198344
NM_145363	0.057141382871	0.0152271454894	-0.0583657866477
NM_001013384	0.0888273844424	0.0304542909788	-0.0794947457175
NM_001013385	0.470986007032	0.720075110783	0.225688041876
NM_001013386	1.30994778949	1.5828950233	0.161128765589
NM_001013387	0.0	0.0	0.0
NM_001013380	71.5544989649	75.5408360063	0.0771645829109
NM_001013381	6.469191693	8.87500900406	0.402829938902
NM_001013382	0.0625111998349	0.0	-0.087478048649
NM_001013389	6.32605114757	9.90056419038	0.573295129293
NR_030526	0.00848512709985	0.0	-0.0121898075825
